district,date,rainfall_mm,temperature_c,humidity_pct,sanitation_score,population_density,previous_cases,outbreak_label,district_encoded,week_of_year,rainfall_rolling,rainfall_anomaly
Cape Coast,2024-06-09,0.8690574325757503,22.639547111514364,72.95871781863015,0.6966603351925944,758.6854635578508,23,0,1,23,0.7563044690787935,0.11275296349695685
Takoradi,2024-06-10,10.270177785011992,15.10350094812106,52.8116761239127,0.7722776623273377,256.5673353130048,14,0,3,24,3.2174052904705963,7.052772494541395
Accra,2024-06-11,1.2372707909027696,28.73955128058767,67.45005312877281,0.5799398816832206,425.0944530782306,20,0,0,24,3.4489104490475198,-2.21163965814475
Takoradi,2024-06-12,18.620514047170467,19.636284871300965,58.05302703883319,0.8456233318929947,673.5719408842215,28,0,3,24,7.749255013915241,10.871259033255225
Takoradi,2024-06-13,2.0541156216571466,26.196234320555742,59.35811822891503,0.5837832696522532,163.62694736592957,25,0,3,24,8.04551956118559,-5.991403939528443
Kumasi,2024-06-14,1.0051855198942643,35.370413348749864,60.91752484448373,0.6551542410522737,425.38616898666095,18,0,2,24,5.7292714949061585,-4.724085975011894
Kumasi,2024-06-15,7.796065487971737,20.403077042067885,62.52240396426677,0.751672565303077,581.3195196530733,21,0,2,24,7.3689701691734,0.4270953187983375
Kumasi,2024-06-16,5.375081026707593,12.348562386268352,58.83770956878042,0.8982202807617387,996.6020437401748,27,0,2,24,4.057611914057682,1.3174691126499116
Takoradi,2024-06-17,3.4477255436171688,23.569978890599447,62.14713183170527,0.8697346166193636,527.0802063601966,22,0,3,25,4.406014394547688,-0.958288850930519
Tamale,2024-06-18,4.052491495578103,30.504798174992857,75.78118057562185,0.8227671782052611,834.4510814028912,20,0,4,25,5.167840888468646,-1.1153493928905434
Takoradi,2024-06-19,6.350594698644832,34.79173727110297,69.85449685615218,0.5778866302900851,488.860556559956,19,0,3,25,4.80647319113692,1.5441215075079118
Tamale,2024-06-20,1.2967997284335335,18.852252027737915,68.69154592496896,0.7735226728077889,816.751650357738,20,0,4,25,3.7869028665684055,-2.490103138134872
Tamale,2024-06-21,28.043156160238524,27.483496116182607,55.444604739761296,0.5437232508999428,635.8733214580975,16,0,4,25,9.935760520723745,18.107395639514777
Kumasi,2024-06-22,18.403199889450477,22.673447716099734,51.10759171771676,0.6886815883983254,897.9358973521585,22,0,2,25,13.523437619191839,4.879762270258638
Cape Coast,2024-06-23,5.253765450662784,24.47025822847932,69.55300558237752,0.7067582651449795,469.8482971150989,21,0,1,25,13.249230307196326,-7.995464856533542
Accra,2024-06-24,1.1128588923444669,38.22171673508517,68.76046792529795,0.5199057197228769,643.873977839331,17,0,0,26,13.20324509817406,-12.090386205829592
Kumasi,2024-06-25,5.700738976376844,17.485148358024233,74.72670675750982,0.636994049734986,667.0168125569446,15,0,2,26,7.617640802208641,-1.916901825831797
Kumasi,2024-06-26,0.3746868591714664,26.268698307472867,53.9601937403077,0.9778247336332446,475.644647620426,18,0,2,26,3.1105125446388877,-2.735825685467421
Cape Coast,2024-06-27,0.1556605826180974,27.338465858827167,57.70451344639653,0.9768163039148448,229.88083931873336,17,0,1,26,1.835986327627716,-1.6803257450096185
Accra,2024-06-28,1.4898937656944828,30.428931624696737,43.605158374745656,0.6761635271262696,184.203466221102,27,0,0,26,1.9302450459652198,-0.440351280270737
Takoradi,2024-06-29,3.1052765093671946,25.48991576735448,56.07528893939127,0.521550054474162,115.0043955396698,16,0,3,26,1.2813794292128076,1.823897080154387
Takoradi,2024-06-30,10.135099625954204,26.54025269752051,69.96570510579447,0.5895474696640908,886.1808378206931,17,0,3,26,3.721482620908492,6.413617005045712
Kumasi,2024-07-01,6.494514894089445,23.041757162891045,55.33504620771802,0.6961088967167701,312.82742101482506,26,0,2,27,5.306196198776329,1.1883186953131162
Accra,2024-07-02,6.787689523746609,26.345634706225532,66.40479795200824,0.9738898489846148,290.3560743535912,15,0,0,27,6.630645138289361,0.1570443854572483
Kumasi,2024-07-03,2.7712178970370696,23.28403862251295,58.094968940021886,0.5705995317685925,762.431860383459,20,0,2,27,6.547130485206829,-3.775912588169759
Tamale,2024-07-04,2.122742663447413,28.10785944928025,63.24057028221561,0.8817579218341061,388.0145017786526,26,0,4,27,4.544041244580131,-2.421298581132718
Kumasi,2024-07-05,2.318428252736485,23.15194831978183,48.523086101843326,0.554341269687346,555.4402231706529,27,0,2,27,3.5000195842418913,-1.1815913315054063
Kumasi,2024-07-06,21.97031945758252,26.885501969510933,60.85209449633901,0.9906287886956384,246.25995876771063,20,0,2,27,7.295677067700868,14.674642389881651
Takoradi,2024-07-07,0.2046787102196433,24.853685931575107,30.088640290992767,0.6908082495545675,963.7711493157724,22,0,3,27,6.654042270996512,-6.4493635607768685
Takoradi,2024-07-08,10.088214958778694,30.63025125386084,58.13103841838015,0.887617269449528,866.4232600155136,18,0,3,28,8.645410344829331,1.442804613949363
Takoradi,2024-07-09,4.321758706763312,24.74303138205757,43.6952675628486,0.6712955414055659,877.4106606685029,11,0,3,28,9.146242958336039,-4.824484251572727
Tamale,2024-07-10,2.886745405173298,16.134837658965594,72.05994516546816,0.8138344385794043,466.0963737148047,19,0,4,28,4.375349445233733,-1.4886040400604355
Takoradi,2024-07-11,6.459607837444352,31.30960750356996,67.77407352764511,0.5960080423700184,786.1250923364555,19,0,3,28,5.939081727039911,0.5205261104044414
Accra,2024-07-12,3.33417151799607,20.471338495686904,64.66670981966081,0.5730105096484812,229.4885398508021,15,0,0,28,4.250570866844255,-0.9163993488481847
Cape Coast,2024-07-13,10.334531706338836,21.7311683067559,75.2100622715938,0.9690320697840656,107.75710233260224,20,0,1,28,5.753764116738136,4.5807675896007005
Accra,2024-07-14,11.548142398101874,22.02169352978254,50.51083479175163,0.9588236389522168,117.97563932022533,17,0,0,28,7.919113364970279,3.6290290331315944
Accra,2024-07-15,2.738493506770124,31.87219046585409,77.47363197915558,0.9437344701064412,627.9415636641044,12,0,0,29,6.988834782301723,-4.250341275531598
Takoradi,2024-07-16,1.6205395354257095,14.321628930106522,69.32191564260384,0.8127167250832967,509.85541472314674,12,0,3,29,6.560426786659132,-4.939887251233422
Cape Coast,2024-07-17,4.486735609704546,40.688742668299966,57.63444712781054,0.9041341056081392,566.2138140176678,23,0,1,29,5.0984777625005595,-0.6117421527960136
Cape Coast,2024-07-18,12.172779697617994,30.28028404533026,71.35620147182944,0.5345184684556874,106.71682637549746,20,0,1,29,5.25463708737959,6.918142610238404
Cape Coast,2024-07-19,1.1828044947501228,26.1161945706458,48.93706487588366,0.6673945209453396,480.4179576916831,24,0,1,29,4.8657148343745895,-3.682910339624467
Tamale,2024-07-20,4.877107288497878,24.725529996918567,51.75485838472326,0.6568515623785781,746.2613450807747,18,0,4,29,5.679856772642632,-0.802749484144754
Takoradi,2024-07-21,4.992390001127717,26.427770374288286,53.914102767603,0.8178226609763066,498.4243317706923,22,0,3,29,5.806270370498424,-0.8138803693707075
Cape Coast,2024-07-22,6.604650075634277,27.60561214189669,54.71022291935985,0.6779788867353203,758.997285681,26,0,1,30,4.414237965002495,2.190412110631782
Tamale,2024-07-23,0.7053281485133022,28.22607792975029,49.43442357239747,0.5742533908218403,309.7170679571513,24,0,4,30,4.29486887844329,-3.5895407299299875
Kumasi,2024-07-24,6.29082454563555,27.778022330017244,72.23083067095325,0.7982335377067719,831.8278040335529,26,0,2,30,4.648298192727708,1.6425263529078418
Kumasi,2024-07-25,11.986266031446224,25.447903406276243,57.41145599630168,0.9071919603345407,629.5881164081071,20,0,2,30,6.396767200307334,5.58949883113889
Tamale,2024-07-26,0.9903228039007228,24.01330789846337,63.5250496835688,0.6910617472299866,289.6867894869156,12,0,4,30,4.993185382373946,-4.0028625784732235
Tamale,2024-07-27,1.3560479584358098,24.243633581732443,54.29648633586319,0.5661343575492408,313.04842826844964,29,0,4,30,5.155865334854573,-3.799817376418763
Takoradi,2024-07-28,17.770885194307557,24.0254585982366,41.79396699451483,0.5983440986564115,665.2274181125833,21,0,3,30,8.025880497022575,9.745004697284982
Takoradi,2024-07-29,0.9982152737757894,30.668850484335323,62.70057358391422,0.618741652584692,846.945633891199,13,0,3,31,5.278867807604965,-4.280652533829175
Kumasi,2024-07-30,9.63394883878329,27.967783611404307,40.87745024580223,0.6499487964972681,474.06500382623966,23,0,2,31,7.439774316325607,2.1941745224576827
Cape Coast,2024-07-31,3.3891047127677454,10.298056826678598,59.31365953914531,0.8213975352531546,332.47038621483296,17,0,1,31,7.948038504908591,-4.558933792140845
Kumasi,2024-08-01,1.4199848499718524,28.279503882648804,46.3168496116719,0.8004727422688596,880.3104462195404,16,0,2,31,3.860313418824665,-2.4403285688528125
Cape Coast,2024-08-02,10.230030008724246,25.97368097359388,79.87275999230808,0.8480399307835196,702.3414625757514,29,0,1,31,6.168267102561779,4.061762906162467
Cape Coast,2024-08-03,2.946686627799779,24.90645621777051,69.11362722174722,0.6812509922657566,503.2769385547688,19,0,1,31,4.496451549815901,-1.5497649220161218
Takoradi,2024-08-04,3.6161493455055904,23.05740773455557,61.05753791271481,0.9119988259399892,539.1101757513717,18,0,3,31,4.553212708000363,-0.9370633624947722
Accra,2024-08-05,2.22544979588904,30.620563599930065,72.63706677654669,0.6020438305778801,283.8308211427568,22,0,0,32,4.7545789444796585,-2.5291291485906187
Accra,2024-08-06,4.494106713425393,29.737632310614288,51.53684022534264,0.734520373759077,664.1223670583595,10,0,0,32,3.320598120654946,1.173508592770447
Tamale,2024-08-07,0.8927864880881569,21.13561166088196,65.43479378670094,0.9004693607707152,422.8682594885998,21,0,4,32,2.807123085727041,-1.914336597638884
Takoradi,2024-08-08,2.480354531817368,27.03526143562268,61.99810433718714,0.5900793238663096,996.0806590069144,20,0,3,32,2.523174382304985,-0.04281985048761694
Cape Coast,2024-08-09,17.43579020910572,20.14171632729357,62.6402008133367,0.5549315568703914,532.165163735699,16,0,1,32,6.325759485609154,11.110030723496564
Accra,2024-08-10,1.492929402120031,18.101909176055347,72.72353500106767,0.9418419838439948,537.2970455706518,27,0,0,32,5.575465157782813,-4.082535755662782
Cape Coast,2024-08-11,5.346286922585514,21.86641387705017,67.32492102779803,0.6714648313795979,609.2666086696047,13,0,1,32,6.688840266407153,-1.3425533438216393
Accra,2024-08-12,1.9666210219446356,29.311967361913798,62.88723662825024,0.841935062454516,925.080402806872,28,0,0,33,6.560406888938969,-4.593785866994334
Accra,2024-08-13,7.424458453535825,29.765625226880434,43.45112563771704,0.5126743021319693,820.7362898737753,20,0,0,33,4.057573950046496,3.366884503489329
Accra,2024-08-14,0.7013338980506838,27.565427100486467,50.39953704720536,0.8450234442047249,506.0170628180573,13,0,0,33,3.859675074029159,-3.1583411759784754
Takoradi,2024-08-15,17.503052272121998,28.625478934239982,58.77291066404276,0.6580506557734853,746.8293393755164,27,0,3,33,6.89886641141328,10.604185860708718
Kumasi,2024-08-16,3.023754610823689,27.58089143557479,60.93372374276651,0.5278704267937209,627.6119489026855,22,0,2,33,7.163149808633044,-4.139395197809355
Cape Coast,2024-08-17,1.346267717488601,21.79259202388524,48.69796275326076,0.8049063807740585,543.130343831124,21,0,1,33,5.643602124621237,-4.297334407132636
Takoradi,2024-08-18,0.3816886127796853,27.159612723369705,84.11676675578421,0.6204019080365866,273.08419550591543,23,0,3,33,5.563690803303488,-5.182002190523803
Takoradi,2024-08-19,0.9301897005229696,29.002047626138413,75.16394055253573,0.69340362102594,517.5426371094018,19,0,3,34,1.420475160403731,-0.49028545988076133
Takoradi,2024-08-20,3.6674917271479073,28.771456649067872,66.02118320392483,0.5402904061432567,321.2367283203172,15,0,3,34,1.5814094394847855,2.086082287663122
Takoradi,2024-08-21,2.054925399025833,30.94456685737321,60.72036861283745,0.5735816255474726,923.3579348664892,17,0,3,34,1.7585738598690934,0.29635153915673973
Takoradi,2024-08-22,8.827049420610788,28.54151923600532,57.87791030098848,0.6489886177479218,401.8661321467122,15,0,3,34,3.869914061826869,4.957135358783919
Tamale,2024-08-23,2.818385953427962,26.757241037707917,50.48081539977764,0.5448797502800786,957.037613080035,14,0,4,34,4.341963125053117,-1.523577171625155
Cape Coast,2024-08-24,1.4298461848792552,30.350751191582138,60.77480518518863,0.9554131323431576,579.7497610852402,16,0,1,34,3.782551739485954,-2.3527055546066986
Takoradi,2024-08-25,4.800494582867339,24.8673937037547,62.57752540142751,0.5030235215919892,668.3899408085442,17,0,3,34,4.468944035446331,0.3315505474210081
Cape Coast,2024-08-26,6.134113034796725,20.59062674386141,47.58239424518376,0.7419301094321558,588.6464000403951,27,0,1,35,3.7957099389928146,2.33840309580391
Tamale,2024-08-27,0.913859738429234,24.18466518028118,63.341764172448976,0.5616237290662758,216.4425552700308,21,0,4,35,3.319578385243133,-2.4057186468138987
Tamale,2024-08-28,0.9173263506538034,21.27548677596776,58.44740951175251,0.6538395447389742,438.2390971071469,18,0,4,35,3.1914484266867698,-2.2741220760329663
Cape Coast,2024-08-29,0.1868036400474136,21.62410862512809,40.921924421226095,0.9630297799091329,189.23150104986155,22,0,1,35,2.0380256909817884,-1.8512220509343749
Accra,2024-08-30,6.66665060394917,24.27740664642241,51.39614989220498,0.5808472766369934,660.6586397650435,17,0,0,35,2.1711600832699,4.495490520679271
Kumasi,2024-08-31,5.450312625735495,21.037900395000197,55.86394466578356,0.9829161598591662,502.18677568039504,13,0,2,35,3.305273305096465,2.1450393206390297
Accra,2024-09-01,3.218270848176464,23.4601923518048,78.8768765734019,0.6028971884947109,800.1864744138431,20,0,0,35,3.8805094294771303,-0.6622385813006662
Accra,2024-09-02,9.294962453380752,15.531926665231072,65.56553124533758,0.8707830542334147,298.42343289943284,16,0,0,36,6.157549132810464,3.137413320570287
Accra,2024-09-03,8.190991605846756,26.066468536864694,46.64518430900109,0.7733386324486559,248.10945258640143,18,0,0,36,6.538634383284861,1.6523572225618954
Takoradi,2024-09-04,4.401655068179608,25.00602737681112,64.86036289417638,0.9422393637983796,465.699007867391,18,0,3,36,6.27646999389589,-1.874814925716282
Tamale,2024-09-05,10.135053132645012,20.91455684465905,44.52696011061634,0.7769966277515654,933.926844896543,27,0,4,36,8.005665565013025,2.129387567631987
Accra,2024-09-06,1.1523592518528678,28.296228342162024,70.82691053887073,0.7672796095781543,739.3796335111706,19,0,0,36,5.970014764631056,-4.817655512778188
Tamale,2024-09-07,0.5934651069514228,29.68785068813279,55.28875348182122,0.5977290001841999,477.0312623136268,26,0,4,36,4.070633139907223,-3.4771680329557997
Cape Coast,2024-09-08,1.5718390286405397,16.962200678155128,59.06363811260829,0.5831146810258294,565.5449527788795,29,0,1,36,3.3631791300224556,-1.791340101381916
Kumasi,2024-09-09,0.2939055336498135,21.18637610716893,73.2579664754219,0.9582445755577572,175.7917100593885,18,0,2,37,0.9028922302736556,-0.6089866966238422
Cape Coast,2024-09-10,3.78757021416972,21.15428825106351,47.1283643141575,0.663919099425017,986.1183067385018,21,0,1,37,1.5616949708528687,2.2258752433168514
Cape Coast,2024-09-11,13.791906027009832,20.30048449445568,46.02881814887009,0.686041127481448,699.766574225427,19,0,1,37,4.861305200867471,8.93060082614236
Takoradi,2024-09-12,0.2006920820469111,29.147374209658743,54.16400673653995,0.8799118292141942,356.86366161708025,23,0,3,37,4.5185184642190634,-4.317826382172153
Kumasi,2024-09-13,0.6511693999155838,24.030869306135983,70.38378851019317,0.6694117412114037,627.22755479372,29,0,2,37,4.607834430785506,-3.9566650308699227
Cape Coast,2024-09-14,3.0092162415096544,23.677425793446947,44.806539245231576,0.9760312233195014,198.5341294620946,16,0,1,37,4.41324593762049,-1.4040296961108352
Cape Coast,2024-09-15,13.581043269379974,14.980688177966233,31.67844401889431,0.8689638844994001,969.2530019268252,8,0,1,37,4.360530248213026,9.220513021166948
Kumasi,2024-09-16,1.900128055283935,28.17709015104613,55.488411415910015,0.79871462128671,257.3064890950293,14,0,2,38,4.785389241522282,-2.8852611862383464
Kumasi,2024-09-17,3.5386125188567257,18.80370802573264,65.51740799910921,0.9404475802723762,683.2272862496927,16,0,2,38,5.507250021257567,-1.9686375024008416
Cape Coast,2024-09-18,0.2123086650052584,25.299663151331643,72.00261749738829,0.5248029541747414,320.9090162850374,16,0,1,38,4.8080231271314675,-4.595714462126209
Kumasi,2024-09-19,0.8028582566820947,26.38688468979096,55.36838637914601,0.6285313460946044,745.8052443836822,13,0,2,38,1.613476873956998,-0.8106186172749034
Cape Coast,2024-09-20,21.57375542266689,31.80329297919325,55.885733928839976,0.732518167110455,799.139230516253,16,0,1,38,6.531883715802737,15.041871706864152
Cape Coast,2024-09-21,16.779021539099546,18.45589800440444,71.53900734255747,0.6134892697357606,706.0777560202894,27,0,1,38,9.84198597086344,6.937035568236105
Takoradi,2024-09-22,0.024761114869138,9.902439220895872,41.3025830030458,0.8719525936510759,653.0495142296733,18,0,3,38,9.795099083329411,-9.770337968460273
Accra,2024-09-23,15.163203993394076,25.919247723768475,56.11479224816991,0.9596040155268626,903.2221845568104,19,0,0,39,13.385185517507406,1.77801847588667
Cape Coast,2024-09-24,5.096048067842505,34.00255590755427,61.90423889925058,0.7118850599654617,170.76403989078224,19,0,1,39,9.26575867880131,-4.169710610958806
Tamale,2024-09-25,10.121672834882553,31.19473176469719,64.49218721285034,0.6710663000559475,397.82328920217566,29,0,4,39,7.601421502747062,2.5202513321354907
Accra,2024-09-26,3.0324613454600478,26.048297076373128,54.901933068091175,0.9807753660687832,323.45873166776136,21,0,0,39,8.35334656039479,-5.3208852149347425
Accra,2024-09-27,3.624180343488855,22.541819071839765,60.344410117058416,0.7224262164137705,989.2125658588794,16,0,0,39,5.468590647918484,-1.844410304429629
Accra,2024-09-28,3.3554274975443,29.035612983186557,35.1167264658701,0.7445242002246416,450.45080170018616,16,0,0,39,5.033435505343933,-1.6780080077996327
Takoradi,2024-09-29,5.496026185327917,20.132269001477656,53.41751587666152,0.6758249361709527,759.3514293163589,15,0,3,39,3.877023842955274,1.6190023423726432
Cape Coast,2024-09-30,0.7520872710472859,27.38178884678109,64.53508712554468,0.9547742365060692,716.2526474929041,21,0,1,40,3.3069303243520833,-2.5548430533047974
Takoradi,2024-10-01,0.1521599045998563,27.527350795833133,50.177059657453206,0.7844777416409254,290.87311372963995,18,0,3,40,2.4389252146298337,-2.2867653100299776
Cape Coast,2024-10-02,1.8403404400689043,30.3010495374944,60.58984221589597,0.8810872935908223,315.0979121903962,21,0,1,40,2.0601534502609846,-0.21981301019208033
Takoradi,2024-10-03,6.098491737704197,38.79830019455539,64.46872500802698,0.9059033591754432,353.1561071977307,11,0,3,40,2.2107698383550547,3.8877218993491427
Takoradi,2024-10-04,1.1273152721830515,26.962079835893835,56.57450799142235,0.6709245209586291,470.0145504334413,25,0,3,40,2.3045768386389964,-1.177261566455945
Tamale,2024-10-05,5.595592046659895,22.455181871462507,61.70463770996571,0.71684716566019,310.8925590854741,25,0,4,40,3.6654348741540055,1.93015717250589
Takoradi,2024-10-06,17.51815195114605,24.87212843904003,50.37267434715388,0.9242358872031324,117.68633447216304,14,0,3,40,7.584887751923292,9.933264199222757
Kumasi,2024-10-07,0.4930319686089348,16.15462047555441,57.93388720303953,0.6816276758379052,891.4537511264759,17,0,2,41,6.183522809649476,-5.690490841040542
Tamale,2024-10-08,5.582895419522681,21.52643434455471,66.10216169589222,0.8969675667259256,969.0488482427955,24,0,4,41,7.297417846484384,-1.714522426961703
Takoradi,2024-10-09,2.932689198785868,22.95358780943448,61.56972960968434,0.9704961612872184,407.41334832841113,20,0,3,41,6.631692134515877,-3.6990029357300087
Accra,2024-10-10,10.130158110967582,22.37955801032704,54.13468730436065,0.8116051865340035,404.6561914829256,19,0,0,41,4.78469367447126,5.3454644364963215
Kumasi,2024-10-11,0.974905495293219,25.76177436016861,62.24216404290793,0.8708136437259444,106.38263149693388,14,0,2,41,4.905162056142331,-3.9302565608491116
Kumasi,2024-10-12,5.898449381901769,20.887900338089,67.14609790636618,0.9025486560205674,712.2256194973367,11,0,2,41,4.9840505467371035,0.9143988351646657
Kumasi,2024-10-13,9.104354307988228,30.60515333662236,39.50058721422522,0.9225198244483211,842.8959061737659,15,0,2,41,6.526966824037693,2.5773874839505346
Tamale,2024-10-14,14.467161936901364,25.001035324590987,71.59074064955898,0.697526668928398,231.94747032400284,18,0,4,42,7.611217780521139,6.855944156380225
Takoradi,2024-10-15,5.74818117492311,24.953498394306926,56.63745261318928,0.5256317295879991,243.69971443043568,25,0,3,42,8.804536700428612,-3.0563555255055013
Takoradi,2024-10-16,3.437563063057698,23.36052641743541,64.2548993324023,0.7009381356183697,811.0749249742939,20,0,3,42,8.189315120717595,-4.751752057659896
Accra,2024-10-17,4.809674277754708,25.775953419294897,71.97246923645228,0.8368781148920449,654.6616735187301,22,0,0,42,7.115645113159214,-2.305970835404506
Accra,2024-10-18,10.159164546839555,29.12549132333817,46.28326302769534,0.7251751928903964,140.3745018649453,22,0,0,42,6.038645765643762,4.120518781195793
Kumasi,2024-10-19,4.226945460345029,20.664348921445495,52.90558997572453,0.8744815754301993,660.2922914160536,21,0,2,42,5.658336836999242,-1.4313913766542123
Accra,2024-10-20,0.1542915886695259,21.70941755462372,57.11451304124295,0.6784912147343319,378.0259505593895,16,0,0,42,4.837518968402199,-4.6832273797326724
Tamale,2024-10-21,13.364527536495864,23.481369856116675,52.16246478875571,0.8173720705520148,431.8526399237613,17,0,4,43,6.976232283087487,6.388295253408376
Takoradi,2024-10-22,5.848287680055751,18.270645382633926,77.34936575836808,0.5932099024269872,792.7582764671922,15,0,3,43,5.898513066391536,-0.05022538633578488
Kumasi,2024-10-23,5.642987719397445,20.903710701392512,51.43227906173208,0.8746847183224784,829.8416734053495,24,0,2,43,6.252523631154641,-0.6095359117571952
Accra,2024-10-24,1.2146599900901198,22.618895632276704,54.44453220513133,0.7728479844065129,460.3209641558476,20,0,0,43,6.517615731509789,-5.3029557414196695
Tamale,2024-10-25,5.377684968340444,29.37194590356364,62.04389031602977,0.6020321942733002,952.4376424057192,23,0,4,43,4.520905089470934,0.85677987886951
Tamale,2024-10-26,2.5032578244792942,26.312806645009623,47.97850473923911,0.6459555867489036,465.816446156865,17,0,4,43,3.6846476255768197,-1.1813898010975254
Accra,2024-10-27,5.266755678436183,25.967949556837723,56.04319288243736,0.8743043542909161,794.6524317070989,21,0,0,43,3.5905896153365036,1.676166063099679
Takoradi,2024-10-28,0.5635653439134802,29.25448981083986,63.17453261250175,0.7413006178307604,535.4895381078331,17,0,3,44,3.4278159537923436,-2.864250609878863
Accra,2024-10-29,5.362461592329283,24.313141058003016,56.67139595617489,0.6080157201965362,907.7790938698756,14,0,0,44,3.424010109789554,1.9384514825397292
Kumasi,2024-10-30,37.20861454852203,26.952324249644448,59.06613141100052,0.9836355951851488,916.9851192851607,19,0,2,44,12.100349290800239,25.10826525772179
Accra,2024-10-31,0.2470649944715034,24.48389123533752,54.70667887551629,0.857562509908444,178.67512708397547,26,0,0,44,10.845426619809066,-10.598361625337562
Tamale,2024-11-01,18.899315562811143,26.326811746998143,44.85529690819233,0.978567416269898,942.8439981792033,20,0,4,44,15.429364174533482,3.4699513882776607
Accra,2024-11-02,2.6120284122729864,22.08620671194209,63.215932113392384,0.7135525226801716,842.9813573683741,22,0,0,44,14.741755879519408,-12.129727467246422
Takoradi,2024-11-03,10.230167305078766,12.805914208617857,77.54933071647241,0.7375501703458602,812.1796428814001,14,0,3,44,7.997144068658592,2.2330232364201734
Cape Coast,2024-11-04,7.625150284671463,24.32860418906848,60.18401630783438,0.9489776080925096,280.82020571697024,22,0,1,45,9.841665391208583,-2.21651510653712
Accra,2024-11-05,4.185275529632762,32.1137406804997,62.25264117247549,0.7625246701226923,824.6072878791985,15,0,0,45,6.163155382913987,-1.977879853281225
Takoradi,2024-11-06,6.705633929263293,29.631077011207964,66.9272275511686,0.8536394559528335,865.1194612165332,29,0,3,45,7.186556762161564,-0.48092283289827087
Takoradi,2024-11-07,10.539845504791698,29.82698742295585,47.30669503453301,0.6260864387477649,360.23530100873586,24,0,3,45,7.263976312089796,3.2758691927019017
Tamale,2024-11-08,2.5887503932435134,31.18065360903109,77.02514658129606,0.7233632343513203,957.0340705260912,21,0,4,45,6.00487633923281,-3.4161259459892968
Takoradi,2024-11-09,1.9802961239550323,25.443287954807182,62.02328796422802,0.5617249329051776,144.87413175924783,17,0,3,45,5.453631487813377,-3.473335363858345
Takoradi,2024-11-10,5.506981585861535,25.986578537027977,76.3185689908911,0.6029900179384808,234.9183279224257,20,0,3,45,5.153968401962937,0.35301318389859837
Takoradi,2024-11-11,8.247289214855368,21.91174052282825,52.66967004476011,0.5004717076338155,583.8230242463628,18,0,3,46,4.5808293294788545,3.666459885376513
Takoradi,2024-11-12,7.1834168441025605,23.41963571986475,78.18061922557825,0.5196325258243302,618.2132240100788,18,0,3,46,5.7294959421936165,1.453920901908944
Kumasi,2024-11-13,7.992827382238877,28.07885574885571,67.75155494034783,0.9886419115884646,680.6350749708131,27,0,2,46,7.232628756764578,0.760198625474299
Kumasi,2024-11-14,2.8598124837094323,31.01942218584408,65.53040085852358,0.6211768475683812,115.2722163839198,18,0,2,46,6.570836481226552,-3.7110239975171195
Tamale,2024-11-15,8.514190531929316,24.302768621595003,62.34024454353148,0.8316553547520009,964.3300971599172,22,0,4,46,6.63756181049504,1.876628721434276
Accra,2024-11-16,0.6403548132678573,22.749053675742942,57.51471381925551,0.9195498493998058,140.1292834607296,28,0,0,46,5.001796302786364,-4.361441489518507
Takoradi,2024-11-17,3.931678141721415,25.002639794282988,72.00531658473872,0.7753302296182821,228.75575745106212,30,0,3,46,3.9865089926569977,-0.05483085093558282
Accra,2024-11-18,0.0288765275812692,28.00603374464557,61.40359869848047,0.5765722500419781,112.61306577345128,21,0,0,47,3.278775003624957,-3.249898476043688
Accra,2024-11-19,1.9621459547159392,17.78072591933229,40.32930296412847,0.8640582186680832,610.1725899646852,27,0,0,47,1.6407638593216132,0.32138209539432605
Tamale,2024-11-20,2.2821728131459307,13.51909523431381,48.82813538292997,0.8001257050497915,939.040195528875,22,0,4,47,2.0512183592911315,0.23095445385479918
Takoradi,2024-11-21,2.522335175943337,22.24731575254208,58.14154247807253,0.8656252946736875,699.3524494724178,15,0,3,47,1.6988826178466119,0.8234525580967249
Takoradi,2024-11-22,5.944882510155721,18.896437870429207,63.09998983165555,0.8848733114285436,840.3917216323846,26,0,3,47,3.177884113490225,2.766998396665496
Cape Coast,2024-11-23,2.4596767135570325,22.459299011763445,59.43411511100104,0.9877051838423724,111.95308311272208,14,0,1,47,3.302266803200498,-0.8425900896434655
Accra,2024-11-24,2.9773229278196425,24.26109840591264,72.18970789793663,0.7867816400133549,587.8137686317534,21,0,0,47,3.476054331868926,-0.4987314040492836
Accra,2024-11-25,1.3560532436598896,22.733757954884933,40.48898135961375,0.6708205563453009,513.6066797549697,17,0,0,48,3.1844838487980645,-1.828430605138175
Kumasi,2024-11-26,2.336052002753381,32.26233767235372,61.435879365051605,0.8242322784501186,549.0711497987138,19,0,2,48,2.2822762219474795,0.05377578080590162
Cape Coast,2024-11-27,1.289125487665244,26.6337238230116,41.82020774612845,0.5342203546213131,164.99186680166915,20,0,1,48,1.9896384154745324,-0.7005129278092883
Kumasi,2024-11-28,0.3800654412769361,26.502371798054146,67.59712295484168,0.9486986591607932,715.9918249623768,23,0,2,48,1.3403240438388557,-0.9602586025619196
Kumasi,2024-11-29,4.624747976592281,28.11103572021701,59.05541285557997,0.5596905056690984,552.898373372771,16,0,2,48,2.1574977270719535,2.4672502495203275
Kumasi,2024-11-30,5.516307375355344,19.305834411096157,64.19609972024118,0.6639214189429091,788.6339648751376,23,0,2,48,2.9525615702224446,2.5637458051329
Tamale,2024-12-01,4.831218650742091,30.195558937101342,51.36117039410234,0.9078726903130604,536.7615706555439,19,0,4,48,3.838084860991656,0.9931337897504351
